orderID,dateOfOrderPlacement,dateOfOrderArrival,licenseNumber
5361,2016-09-13 10:30:29,2020-02-16 10:45:56,189
5362,2016-04-28 22:12:49,2020-01-03 17:50:59,854
5363,2017-10-02 04:33:32,2021-04-11 00:14:09,738
5364,2017-03-03 02:56:51,2019-10-11 10:09:52,902
5365,2018-04-30 22:39:17,2020-01-11 02:57:25,983
5366,2016-08-22 11:39:15,2019-05-20 04:42:05,895
5367,2015-11-26 06:19:29,2018-12-24 12:56:36,552
5368,2018-03-05 06:15:58,2021-03-12 05:38:51,516
5369,2015-06-12 11:17:54,2020-11-11 04:27:47,732
5370,2015-11-26 12:31:26,2019-06-04 05:19:17,940
5371,2015-06-28 04:27:49,2021-04-19 04:12:02,816
5372,2015-10-24 20:08:17,2021-02-07 11:59:06,706
5373,2015-08-14 15:34:25,2020-10-10 13:52:19,370
5374,2017-05-13 06:47:24,2019-12-17 12:23:33,357
5375,2016-05-11 11:38:18,2021-04-26 01:59:32,853
5376,2016-11-10 18:58:57,2018-08-23 04:48:03,534
5377,2017-11-20 23:00:25,2019-07-04 06:19:54,202
5378,2016-10-05 19:09:45,2020-01-13 03:59:12,761
5379,2016-11-29 08:46:48,2020-04-25 05:47:34,956
5380,2016-08-05 13:02:17,2019-07-27 03:52:16,839
5381,2017-11-30 22:23:33,2019-10-12 23:18:11,699
5382,2016-01-08 00:43:25,2021-03-02 16:51:14,10
5383,2017-07-08 20:59:34,2019-09-13 04:10:12,560
5384,2016-03-06 20:13:20,2021-01-24 16:52:33,160
5385,2018-03-05 00:23:58,2019-03-10 21:19:13,6
5386,2017-03-10 03:03:24,2020-03-02 02:05:32,897
5387,2016-11-18 18:24:12,2018-08-22 20:45:08,593
5388,2015-06-12 14:46:23,2019-08-13 09:15:45,168
5389,2015-07-13 03:39:15,2018-06-09 17:36:53,918
5390,2016-02-20 00:42:38,2019-04-22 09:45:57,306
5391,2017-03-26 03:46:42,2020-12-15 07:10:29,36
5392,2018-06-02 01:28:00,2018-09-24 11:51:20,67
5393,2017-07-14 22:14:29,2020-02-02 07:32:44,807
5394,2018-04-21 04:37:22,2019-06-09 18:38:40,7
5395,2017-08-03 09:53:42,2018-09-21 16:07:09,28
5396,2016-06-08 08:14:58,2019-01-23 00:28:01,920
5397,2016-02-05 15:04:20,2020-01-23 05:56:30,858
5398,2015-06-09 09:53:42,2019-10-05 05:51:12,232
5399,2016-08-11 22:54:30,2019-03-02 16:45:39,31
5400,2016-02-17 10:41:25,2018-12-09 14:33:12,828
5401,2017-06-11 12:50:42,2019-05-27 19:37:31,857
5402,2017-05-04 09:19:59,2020-06-23 02:04:07,262
5403,2017-08-10 03:06:21,2019-10-12 21:47:46,900
5404,2017-06-13 07:32:24,2019-02-20 08:40:49,238
5405,2018-05-29 06:45:52,2019-09-23 02:33:03,198
5406,2015-11-19 22:25:06,2018-10-10 12:19:42,85
5407,2016-03-15 13:13:47,2019-01-19 05:15:26,612
5408,2015-10-09 11:07:30,2018-09-30 17:04:10,516
5409,2016-03-19 13:46:19,2021-02-24 11:24:04,82
5410,2016-07-25 05:01:09,2020-12-31 07:28:20,623
5411,2015-11-07 16:31:08,2019-01-16 23:44:13,762
5412,2018-04-17 09:06:16,2019-05-25 23:04:05,981
5413,2017-09-23 03:10:59,2018-08-03 19:05:39,672
5414,2018-03-04 20:52:02,2019-08-26 02:03:37,126
5415,2015-06-17 22:28:54,2018-07-30 05:03:32,977
5416,2016-11-16 08:56:27,2018-11-18 18:55:25,972
5417,2016-05-22 13:08:47,2020-12-18 06:07:14,901
5418,2015-08-09 09:29:33,2019-04-16 01:22:38,424
5419,2016-09-18 01:45:25,2019-08-06 02:58:29,734
5420,2018-01-07 06:08:05,2019-09-30 07:11:08,506
5421,2016-07-06 22:28:52,2019-05-10 23:18:34,621
5422,2016-02-11 07:23:02,2020-09-12 09:52:35,361
5423,2016-07-30 01:58:54,2020-12-27 19:51:55,835
5424,2018-03-26 07:53:41,2019-04-23 23:44:22,581
5425,2016-12-12 22:00:43,2019-09-24 19:17:07,737
5426,2015-08-16 20:24:07,2018-11-01 04:34:19,969
5427,2015-09-05 20:03:24,2021-01-17 08:49:12,331
5428,2016-10-22 17:14:19,2019-08-01 13:26:45,93
5429,2018-02-15 04:54:52,2019-02-08 07:13:40,981
5430,2018-04-18 23:32:12,2019-06-14 19:51:38,949
5431,2017-03-04 22:58:50,2019-06-17 13:41:49,828
5432,2016-07-21 22:10:02,2019-10-20 02:53:58,89
5433,2015-12-26 12:40:08,2019-08-12 17:29:25,284
5434,2017-12-15 12:58:59,2018-12-23 11:02:59,576
5435,2016-09-06 12:45:55,2018-11-14 01:22:35,101
5436,2015-09-23 07:41:04,2019-01-08 07:06:57,446
5437,2018-02-17 13:07:33,2020-09-11 23:09:08,450
5438,2017-01-18 22:06:38,2019-08-21 19:55:46,794
5439,2017-06-15 03:41:42,2020-07-10 00:46:07,910
5440,2016-02-26 07:34:38,2021-05-29 07:41:23,585
5441,2017-02-14 20:06:05,2020-11-15 13:35:42,750
5442,2017-06-09 23:42:11,2018-10-19 02:55:41,688
5443,2015-10-25 03:36:07,2020-01-24 10:39:21,479
5444,2016-07-29 12:05:50,2021-04-30 12:14:22,335
5445,2015-10-26 02:22:38,2020-01-09 08:54:43,579
5446,2015-07-23 05:46:13,2020-07-21 23:11:27,862
5447,2015-11-25 07:18:47,2019-10-28 20:53:19,422
5448,2016-06-17 05:03:08,2020-12-10 17:28:45,769
5449,2016-07-10 15:52:18,2018-10-18 10:47:03,779
5450,2015-07-15 05:42:29,2021-05-10 14:31:06,923
5451,2016-07-15 14:42:50,2019-11-27 15:48:29,23
5452,2018-04-12 14:37:27,2021-02-07 13:31:34,899
5453,2015-09-20 11:16:06,2019-11-25 06:21:14,859
5454,2017-12-05 18:19:26,2018-08-06 19:56:20,883
5455,2017-01-21 14:52:34,2020-03-19 08:13:29,384
5456,2017-04-02 06:03:21,2018-08-26 11:29:39,888
5457,2017-08-31 17:26:15,2020-11-16 19:33:20,10
5458,2017-04-07 14:15:56,2019-02-21 18:28:06,942
5459,2018-04-07 03:43:40,2018-09-03 13:33:08,103
5460,2016-08-02 23:33:13,2020-07-07 05:00:27,350
5461,2017-05-02 16:05:05,2021-03-15 16:48:43,409
5462,2017-07-25 11:41:15,2019-07-19 13:44:50,911
5463,2018-02-20 17:54:57,2020-07-24 05:47:36,821
5464,2017-07-29 09:46:58,2020-08-17 19:14:48,905
5465,2016-09-23 09:48:16,2019-12-16 10:01:12,508
5466,2015-10-31 08:17:42,2021-06-01 05:23:46,920
5467,2015-11-15 21:32:25,2018-10-05 00:02:01,890
5468,2016-11-18 09:04:55,2019-01-15 04:49:47,888
5469,2017-04-26 18:08:36,2018-10-13 03:32:36,269
5470,2016-10-25 23:46:32,2019-03-08 03:42:18,1
5471,2016-05-07 01:48:07,2019-11-11 02:54:12,604
5472,2018-03-16 21:54:21,2019-10-10 09:58:33,796
5473,2018-02-27 16:03:17,2021-03-21 05:48:51,972
5474,2016-06-24 07:58:47,2021-02-26 20:29:54,66
5475,2017-02-01 02:17:58,2019-06-08 20:24:19,950
5476,2017-07-10 19:33:50,2021-05-23 16:53:47,691
5477,2017-04-09 10:19:00,2020-10-14 12:34:22,710
5478,2016-01-05 07:57:02,2018-07-13 00:41:21,50
5479,2018-01-15 15:49:43,2021-03-08 03:43:22,173
5480,2017-09-12 21:34:34,2021-04-12 08:56:49,7
5481,2017-11-29 21:33:29,2020-08-21 02:39:59,163
5482,2018-04-03 00:57:29,2019-11-29 09:19:59,597
5483,2018-03-10 22:29:35,2020-08-31 03:19:40,348
5484,2016-08-28 11:05:58,2020-05-21 18:28:00,450
5485,2017-02-16 22:40:45,2018-12-15 04:58:08,202
5486,2016-04-09 21:13:53,2019-01-22 04:10:58,406
5487,2018-03-30 12:38:42,2021-01-01 11:14:59,685
5488,2015-09-15 03:56:32,2019-03-19 06:32:40,325
5489,2018-05-04 17:24:54,2019-04-08 13:49:29,474
5490,2015-06-13 04:06:22,2019-12-11 15:32:37,822
5491,2017-04-08 15:38:29,2020-09-04 14:21:21,500
5492,2016-03-11 03:03:39,2020-02-23 13:40:55,929
5493,2018-01-19 14:06:56,2021-01-31 16:15:59,577
5494,2016-03-04 06:15:17,2018-08-25 22:34:11,64
5495,2018-03-09 01:03:35,2021-02-13 23:09:27,875
5496,2017-10-11 23:32:04,2019-12-30 03:31:24,853
5497,2015-12-17 19:36:17,2019-01-17 12:29:07,79
5498,2017-01-01 04:52:55,2019-09-27 00:57:23,995
5499,2016-08-21 16:29:44,2019-09-04 21:22:24,512
5500,2016-04-01 07:13:11,2021-02-27 18:12:05,246
5501,2018-05-10 21:52:38,2020-08-13 08:17:29,738
5502,2016-11-11 05:02:50,2019-02-13 01:20:48,384
5503,2017-04-29 14:48:17,2020-02-05 06:08:15,93
5504,2016-04-12 01:53:30,2019-08-15 19:37:57,83
5505,2015-09-18 12:00:09,2019-06-12 15:00:38,410
5506,2018-01-11 10:30:43,2020-11-11 17:37:45,936
5507,2017-10-29 08:56:58,2020-11-21 12:50:28,268
5508,2018-04-30 08:53:42,2018-07-28 02:58:11,414
5509,2016-07-08 01:42:03,2020-06-19 20:03:52,30
5510,2016-03-22 04:27:31,2020-10-02 19:51:15,606
5511,2018-02-23 03:30:59,2021-04-10 11:33:06,641
5512,2016-12-18 12:11:27,2019-08-28 05:22:04,527
5513,2016-08-07 23:38:34,2019-06-26 15:54:05,39
5514,2016-10-14 01:12:58,2021-04-03 12:09:05,393
5515,2017-06-19 10:38:51,2018-07-10 03:40:59,196
5516,2015-07-17 19:40:59,2020-09-16 13:52:42,760
5517,2015-09-21 19:18:23,2020-05-23 14:28:20,327
5518,2016-07-03 21:09:13,2019-08-17 20:13:05,300
5519,2018-01-16 20:49:39,2020-12-17 01:14:42,323
5520,2016-02-08 08:05:40,2019-10-30 09:49:22,808
5521,2015-08-08 06:51:06,2018-06-13 06:57:59,378
5522,2018-02-14 22:27:22,2020-10-16 14:19:20,441
5523,2016-01-10 16:14:54,2019-07-11 01:55:50,442
5524,2017-12-25 22:16:01,2020-05-19 07:19:22,198
5525,2017-06-15 08:41:11,2019-01-28 01:22:30,961
5526,2017-09-02 01:41:09,2020-11-01 07:23:13,257
5527,2017-10-21 12:56:34,2019-08-19 23:17:26,719
5528,2017-06-29 07:26:22,2021-01-25 10:50:55,645
5529,2018-03-08 08:17:06,2019-06-21 12:52:17,141
5530,2017-01-15 14:34:03,2020-08-04 18:47:23,27
5531,2017-01-28 18:26:16,2019-03-05 11:26:25,598
5532,2018-03-31 22:12:29,2020-07-03 18:55:39,983
5533,2018-01-19 10:54:35,2020-02-02 19:15:59,988
5534,2015-11-20 11:00:28,2020-03-07 01:42:25,30
5535,2017-11-17 16:49:46,2019-04-08 07:52:38,62
5536,2015-10-11 20:22:54,2020-02-19 17:56:14,939
5537,2017-04-21 01:19:05,2018-08-24 20:51:51,112
5538,2017-10-27 21:24:54,2019-10-23 16:51:50,463
5539,2016-05-31 09:10:37,2021-01-29 10:02:43,820
5540,2016-05-31 04:13:50,2019-11-02 07:38:08,856
5541,2017-07-13 07:41:52,2019-04-04 06:09:09,470
5542,2015-09-18 23:40:31,2019-06-03 19:01:26,492
5543,2016-08-12 07:29:41,2018-08-28 03:33:47,805
5544,2017-03-10 23:21:32,2020-05-20 02:04:59,715
5545,2016-02-12 14:17:06,2018-07-16 00:06:21,42
5546,2015-11-16 16:27:17,2018-09-10 02:55:55,525
5547,2018-06-02 16:34:35,2019-05-18 13:17:48,361
5548,2017-11-01 16:10:45,2019-07-11 08:22:57,808
5549,2015-08-16 17:51:20,2020-03-06 17:20:09,582
5550,2016-03-28 08:07:16,2019-11-05 12:39:18,214
5551,2016-01-01 17:07:20,2020-04-13 03:11:45,406
5552,2016-03-04 13:30:25,2020-10-19 19:55:01,838
5553,2015-12-05 17:30:19,2019-05-05 01:15:50,453
5554,2015-09-27 05:34:00,2021-01-12 16:48:28,976
5555,2017-09-13 21:35:25,2020-11-17 19:11:49,592
5556,2017-12-25 08:12:45,2018-08-30 01:09:05,220
5557,2017-08-08 20:11:58,2021-05-29 22:40:13,382
5558,2018-02-27 22:12:06,2020-05-18 00:01:29,909
5559,2017-10-02 07:07:00,2020-06-03 00:22:22,426
5560,2017-11-14 17:33:16,2018-08-01 05:08:47,575
5561,2017-08-10 13:11:11,2019-09-10 08:00:09,353
5562,2018-03-22 08:55:55,2020-10-05 15:55:15,288
5563,2016-04-18 23:50:37,2019-06-21 05:13:16,826
5564,2016-09-16 16:37:44,2021-03-07 20:24:38,971
5565,2018-03-10 15:22:11,2020-04-25 22:25:12,338
5566,2016-02-04 19:38:04,2020-07-18 01:45:04,772
5567,2017-02-11 15:44:08,2019-10-14 03:07:37,951
5568,2017-05-08 08:04:00,2020-11-04 12:12:34,332
5569,2015-12-27 15:06:42,2019-01-20 00:00:20,783
5570,2016-01-08 10:36:39,2021-02-17 05:44:27,306
5571,2018-01-08 19:09:47,2020-12-11 14:52:48,985
5572,2017-10-18 18:33:31,2020-04-02 01:50:21,907
5573,2016-07-23 03:48:10,2020-11-13 23:12:02,557
5574,2017-03-13 11:09:35,2019-02-08 09:31:47,494
5575,2017-07-13 13:33:38,2018-11-18 09:29:01,564
5576,2015-08-19 03:44:59,2019-01-06 07:50:15,251
5577,2016-01-01 05:24:19,2018-07-13 12:36:40,930
5578,2017-12-31 14:48:55,2019-11-03 10:16:39,506
5579,2017-06-29 06:37:20,2019-08-16 12:57:16,966
5580,2018-04-13 06:55:59,2021-01-31 00:20:05,493
5581,2018-01-17 08:39:14,2018-06-28 03:09:54,165
5582,2017-01-08 18:41:59,2020-08-08 00:26:16,394
5583,2015-10-08 03:29:22,2020-12-22 12:48:08,787
5584,2016-03-06 21:25:55,2019-02-12 02:10:16,656
5585,2015-12-04 14:01:46,2019-04-05 12:05:02,786
5586,2018-03-16 01:45:49,2018-10-18 15:28:46,745
5587,2015-07-13 20:17:19,2020-03-02 08:18:37,38
5588,2015-07-11 21:42:37,2018-12-22 21:44:20,455
5589,2017-10-24 08:13:27,2020-11-22 21:35:08,400
5590,2018-04-18 21:15:56,2019-12-28 13:49:03,776
5591,2017-08-01 06:29:50,2019-01-18 20:14:23,468
5592,2018-05-28 22:38:55,2021-04-16 01:06:12,296
5593,2018-05-27 12:35:00,2020-07-24 17:46:10,372
5594,2016-11-27 01:41:51,2020-04-13 02:24:14,833
5595,2015-06-18 04:44:47,2019-08-12 07:48:55,305
5596,2017-10-08 04:56:45,2021-03-01 05:05:09,467
5597,2016-03-17 18:14:56,2019-03-28 08:41:33,306
5598,2016-04-22 00:51:58,2019-03-08 02:51:44,527
5599,2016-06-16 17:05:53,2019-01-05 03:40:38,385
5600,2018-04-24 04:34:59,2021-01-23 02:35:38,657
5601,2015-06-22 08:32:02,2019-11-19 17:34:21,477
5602,2016-10-24 11:34:37,2020-07-16 15:19:21,909
5603,2015-07-06 07:42:14,2021-06-05 06:04:18,563
5604,2015-10-09 05:54:59,2018-09-16 16:04:15,182
5605,2016-02-15 01:21:30,2021-05-14 19:50:12,963
5606,2017-08-14 07:44:03,2018-06-08 04:55:57,491
5607,2016-07-15 03:50:13,2019-08-18 03:46:40,560
5608,2017-01-07 23:21:16,2021-03-24 23:38:17,421
5609,2015-06-27 16:20:51,2020-05-30 22:09:12,867
5610,2018-03-09 04:15:30,2018-08-15 00:13:49,339
5611,2015-10-09 21:27:07,2020-10-31 08:25:23,89
5612,2017-08-17 05:59:16,2020-05-02 05:08:35,826
5613,2015-12-29 03:02:32,2020-06-16 07:51:47,162
5614,2015-10-11 05:45:02,2019-10-14 17:06:07,157
5615,2017-09-12 13:37:59,2021-02-14 01:08:07,113
5616,2016-02-29 01:10:49,2019-05-20 00:26:26,534
5617,2015-11-09 17:54:36,2020-03-16 13:58:21,80
5618,2015-07-01 19:01:40,2021-01-05 16:01:00,797
5619,2018-04-12 19:48:10,2020-12-04 23:28:01,429
5620,2015-09-28 03:06:40,2019-07-03 22:19:13,208
5621,2016-05-03 00:35:30,2019-11-15 08:57:02,308
5622,2015-06-08 18:32:07,2019-08-18 12:29:46,289
5623,2018-04-17 20:02:42,2019-10-31 00:21:47,791
5624,2016-04-23 00:55:15,2018-11-24 20:37:25,370
5625,2018-01-12 14:40:18,2019-04-20 19:35:21,743
5626,2017-02-25 08:45:45,2020-09-29 13:04:56,775
5627,2017-06-21 16:13:41,2021-03-01 20:52:50,383
5628,2015-07-31 03:33:10,2020-08-31 09:10:17,882
5629,2016-02-02 10:35:01,2019-01-11 01:58:38,70
5630,2018-02-09 07:38:22,2020-05-13 03:29:15,241
5631,2017-05-31 13:22:33,2020-09-01 05:38:07,35
5632,2016-05-26 20:54:25,2020-08-06 17:51:44,306
5633,2017-03-14 07:17:57,2020-10-06 16:39:10,947
5634,2016-06-02 12:31:57,2019-09-30 23:52:41,103
5635,2018-03-31 14:29:11,2021-02-05 01:43:03,428
5636,2016-03-20 05:19:36,2020-06-12 15:03:48,833
5637,2016-09-29 08:28:01,2021-04-03 04:06:35,628
5638,2016-05-15 13:50:21,2021-04-23 06:16:29,635
5639,2015-06-21 04:02:53,2019-01-15 18:28:05,512
5640,2017-04-15 13:14:24,2020-04-17 01:23:44,975
5641,2017-08-09 14:29:00,2020-01-06 03:09:01,590
5642,2017-10-09 06:52:01,2018-09-30 12:04:24,768
5643,2018-03-27 15:30:11,2020-08-13 13:02:07,121
5644,2017-01-24 13:41:24,2019-11-11 22:57:34,886
5645,2018-02-16 11:35:01,2018-11-21 15:00:16,636
5646,2017-10-09 07:50:00,2019-07-11 04:03:56,649
5647,2015-11-26 06:15:49,2021-05-18 08:38:40,214
5648,2017-05-31 12:21:55,2020-08-26 07:18:40,216
5649,2016-09-13 19:01:48,2018-11-14 06:03:36,671
5650,2016-05-28 19:18:36,2018-08-16 12:55:44,718
5651,2017-05-30 08:42:19,2019-03-17 09:29:58,644
5652,2016-11-01 17:46:12,2018-10-09 08:27:57,372
5653,2017-10-14 05:02:00,2021-04-10 02:12:54,444
5654,2015-12-25 19:48:15,2019-07-25 10:41:29,14
5655,2015-08-08 04:07:36,2020-02-02 04:20:59,472
5656,2016-04-11 11:19:56,2018-10-02 09:25:47,160
5657,2016-06-15 16:51:19,2019-06-07 11:32:21,62
5658,2016-07-15 03:20:49,2020-02-05 08:32:11,686
5659,2015-09-18 01:30:20,2018-07-28 00:40:46,86
5660,2017-09-08 13:59:24,2020-09-27 20:50:36,859
5661,2015-11-18 10:43:51,2021-01-19 04:20:40,144
5662,2016-08-27 17:52:47,2019-01-24 21:27:50,121
5663,2016-05-25 16:26:52,2019-09-14 14:22:41,503
5664,2018-04-10 20:38:57,2021-04-03 17:06:07,968
5665,2015-10-20 08:39:18,2018-07-15 18:14:06,112
5666,2017-01-29 17:52:31,2020-08-08 15:36:01,886
5667,2018-02-09 13:41:35,2020-10-07 07:58:34,672
5668,2015-10-12 10:01:47,2020-06-07 12:41:03,832
5669,2016-06-22 20:06:41,2019-03-08 23:43:57,585
5670,2016-08-20 01:20:43,2021-05-15 11:27:45,314
5671,2015-11-10 16:14:41,2020-01-12 10:29:42,183
5672,2018-01-22 18:49:24,2019-10-24 11:45:20,268
5673,2017-06-08 22:12:22,2019-08-24 03:11:14,334
5674,2017-04-30 04:11:49,2020-03-03 05:07:03,54
5675,2016-08-02 07:56:48,2019-11-26 09:52:46,794
5676,2015-09-12 16:07:25,2020-01-21 13:01:52,846
5677,2017-07-02 05:13:12,2019-03-21 23:40:42,621
5678,2017-04-22 02:45:55,2021-01-29 22:50:42,839
5679,2017-08-04 11:13:27,2020-05-31 01:22:03,927
5680,2016-07-24 10:45:56,2019-07-15 16:13:48,836
5681,2016-10-27 01:23:27,2020-04-13 01:17:18,650
5682,2018-04-18 20:16:56,2019-08-05 14:54:47,946
5683,2017-05-04 13:55:11,2018-07-06 17:22:01,385
5684,2017-05-09 08:10:22,2018-06-17 10:46:40,72
5685,2016-01-08 02:59:11,2021-04-09 16:16:49,59
5686,2016-02-24 15:39:28,2018-12-20 12:18:54,104
5687,2015-12-10 11:08:03,2018-12-17 14:08:54,134
5688,2015-09-13 01:26:26,2018-08-06 18:19:26,327
5689,2017-12-06 13:54:30,2018-09-11 20:43:59,537
5690,2017-05-23 06:31:29,2018-11-07 09:13:58,94
5691,2016-05-20 08:02:52,2021-03-12 13:34:39,558
5692,2016-09-30 08:38:11,2021-01-07 03:34:35,330
5693,2017-02-17 21:01:39,2021-05-10 13:45:05,227
5694,2016-03-06 02:07:04,2018-10-16 09:50:56,203
5695,2017-02-19 05:33:20,2020-11-18 07:26:42,928
5696,2015-09-30 02:22:43,2018-10-13 08:24:15,623
5697,2017-05-17 10:01:29,2019-06-18 07:56:05,967
5698,2016-05-10 08:29:12,2019-06-26 22:56:20,662
5699,2016-08-25 20:02:10,2019-07-01 07:00:06,76
5700,2018-01-25 03:50:17,2019-04-03 03:31:44,237
5701,2015-07-12 17:04:04,2020-04-11 02:33:00,868
5702,2016-06-15 08:12:59,2021-04-12 11:59:00,678
5703,2016-01-14 03:13:32,2019-02-03 01:51:35,492
5704,2018-03-29 06:03:39,2019-12-12 03:32:45,802
5705,2018-02-10 17:59:35,2019-06-22 06:10:19,145
5706,2016-02-18 15:49:34,2019-12-08 20:28:50,936
5707,2017-02-05 04:01:04,2019-03-16 00:58:48,3
5708,2016-02-29 15:31:37,2020-08-11 02:44:13,919
5709,2017-01-05 00:40:35,2020-06-04 01:19:27,997
5710,2015-08-30 05:30:06,2020-06-30 18:40:49,725
5711,2015-12-11 00:22:54,2019-11-27 17:08:22,132
5712,2016-09-12 09:17:15,2018-09-30 10:27:39,291
5713,2018-06-05 21:30:46,2020-09-27 12:13:33,199
5714,2015-11-30 22:41:21,2018-12-08 00:44:31,655
5715,2018-05-26 10:20:33,2020-05-08 08:38:16,986
5716,2017-11-23 17:07:05,2020-09-03 18:21:48,189
5717,2016-12-24 14:11:35,2020-10-12 16:24:06,584
5718,2016-03-12 22:09:03,2021-05-21 05:51:27,348
5719,2016-02-19 20:24:46,2018-08-13 08:03:23,409
5720,2016-04-08 21:09:09,2018-12-04 22:37:28,974
5721,2016-05-07 20:30:56,2020-10-10 14:42:19,156
5722,2015-12-03 22:28:19,2018-09-20 04:43:34,392
5723,2016-03-02 11:46:39,2021-04-04 21:07:14,442
5724,2017-09-02 10:38:54,2019-09-24 07:34:06,945
5725,2016-03-09 22:54:18,2021-04-29 23:59:32,423
5726,2015-12-16 16:16:01,2021-04-13 22:36:13,922
5727,2018-02-09 10:13:19,2021-01-06 15:19:11,350
5728,2015-08-02 21:49:57,2020-11-08 16:06:34,260
5729,2018-02-22 18:23:21,2019-06-27 11:55:47,788
5730,2016-08-18 14:44:14,2021-04-02 20:23:28,743
5731,2016-11-03 06:26:33,2021-05-19 04:58:09,767
5732,2016-08-19 09:28:26,2020-06-11 00:34:20,641
5733,2017-06-29 11:13:22,2019-04-11 07:50:21,778
5734,2016-12-27 04:52:08,2020-02-18 05:22:10,98
5735,2017-08-19 18:02:56,2018-10-23 21:08:10,181
5736,2017-09-27 11:58:16,2021-01-14 08:47:36,518
5737,2016-06-14 14:11:40,2020-03-30 17:29:35,242
5738,2017-07-19 10:30:28,2018-08-30 13:24:47,685
5739,2017-02-18 07:42:32,2020-07-06 08:16:13,44
5740,2015-08-13 03:34:42,2018-08-05 13:00:40,837
5741,2017-06-07 16:41:10,2019-11-16 06:09:43,486
5742,2016-04-22 06:25:30,2018-10-30 02:44:23,865
5743,2017-09-22 22:34:10,2021-03-28 12:46:11,563
5744,2018-01-08 03:59:03,2020-09-23 07:20:15,990
5745,2016-11-26 14:28:20,2020-11-08 23:23:31,116
5746,2016-02-10 10:05:25,2021-06-02 18:44:26,34
5747,2018-04-12 22:44:29,2020-04-09 13:07:05,934
5748,2016-10-07 12:03:25,2019-12-14 01:17:00,773
5749,2016-05-18 17:21:08,2020-09-27 14:22:08,419
5750,2016-03-10 08:28:33,2019-03-07 14:07:59,138
5751,2017-02-04 09:55:13,2020-02-25 08:08:49,946
5752,2018-04-26 21:00:31,2018-11-19 10:21:32,140
5753,2018-02-22 09:11:54,2020-11-18 01:22:52,340
5754,2017-11-26 01:15:11,2021-03-02 03:13:12,81
5755,2016-12-31 00:10:19,2019-10-06 12:42:54,58
5756,2017-12-06 15:01:31,2019-11-29 16:24:39,858
5757,2017-05-03 17:45:55,2020-09-16 05:21:18,618
5758,2016-02-21 01:00:00,2018-12-20 10:03:22,168
5759,2017-12-12 13:56:50,2020-07-26 20:35:46,711
5760,2017-01-31 23:23:41,2019-03-02 15:28:25,351
5761,2018-02-22 03:48:08,2019-02-14 19:52:57,376
5762,2016-11-13 18:41:57,2021-04-22 09:49:54,49
5763,2018-03-28 10:36:58,2019-05-10 12:48:13,205
5764,2017-04-29 18:02:23,2019-07-17 08:54:44,467
5765,2016-09-13 18:26:01,2019-01-09 15:32:38,275
5766,2015-09-11 23:57:14,2020-04-03 13:44:20,759
5767,2016-06-19 13:34:21,2019-03-02 16:37:41,13
5768,2018-04-03 21:18:32,2020-03-20 13:30:40,622
5769,2017-03-14 12:52:47,2018-11-13 03:42:24,784
5770,2017-11-30 02:14:19,2021-03-22 16:45:42,281
5771,2015-07-21 06:56:09,2020-10-24 22:52:30,478
5772,2015-12-08 22:23:00,2019-03-19 16:47:53,870
5773,2018-04-01 01:41:54,2019-11-08 17:37:29,809
5774,2017-06-13 13:41:54,2020-02-05 23:34:33,520
5775,2017-12-03 20:03:23,2020-11-14 11:04:42,511
5776,2016-06-21 09:38:49,2018-07-04 20:00:26,353
5777,2018-01-27 02:27:23,2018-06-09 14:41:11,851
5778,2015-11-01 09:12:20,2018-10-10 21:57:06,994
5779,2016-01-21 09:35:52,2018-10-09 04:44:59,540
5780,2015-07-14 05:28:37,2019-01-01 04:57:28,608
5781,2015-07-12 14:05:30,2020-12-28 04:21:47,505
5782,2017-06-27 08:52:11,2020-02-06 23:37:53,301
5783,2016-10-21 00:38:06,2021-04-09 11:29:37,831
5784,2016-01-15 01:46:39,2019-07-09 03:18:27,795
5785,2016-10-10 03:10:41,2019-10-25 14:08:04,297
5786,2016-11-03 18:06:17,2019-08-29 10:18:47,10
5787,2016-03-20 03:50:25,2018-07-04 12:03:29,337
5788,2016-05-01 21:55:28,2021-03-27 14:52:31,335
5789,2016-07-25 12:55:57,2018-12-30 13:33:15,654
5790,2015-10-31 16:16:06,2019-06-14 02:17:29,508
5791,2015-12-03 05:13:01,2018-09-17 14:35:11,664
5792,2017-04-26 11:42:14,2019-12-24 01:36:31,864
5793,2015-11-18 19:18:45,2020-08-06 19:42:55,446
5794,2015-08-19 04:21:38,2020-03-03 23:51:13,630
5795,2017-08-10 07:10:54,2018-09-21 02:47:52,714
5796,2017-11-16 14:39:40,2020-06-13 05:33:39,254
5797,2016-06-08 07:36:17,2020-08-09 06:09:39,565
5798,2017-07-07 17:46:31,2021-02-04 20:43:50,447
5799,2018-05-27 13:58:08,2019-04-24 12:45:35,33
5800,2017-06-17 10:26:56,2019-02-21 20:00:44,169
5801,2017-12-18 20:05:29,2019-08-28 20:49:51,964
5802,2017-09-07 00:13:25,2019-11-29 18:56:52,769
5803,2017-03-09 16:37:45,2019-01-28 05:42:38,974
5804,2017-11-22 11:19:28,2018-12-19 22:23:22,871
5805,2017-03-10 02:28:20,2018-09-06 01:20:27,175
5806,2018-05-20 13:16:18,2018-07-25 12:41:59,593
5807,2016-06-09 01:36:16,2020-03-06 02:06:17,315
5808,2017-11-17 02:43:10,2018-11-07 00:27:56,467
5809,2016-07-04 12:53:57,2020-11-17 04:41:33,544
5810,2018-01-03 08:53:59,2019-12-20 08:22:12,172
